300.0;-56.0;0.36664039780688246
297.0;-52.0;0.36664039780688246
294.0;-48.0;0.36664039780688246
291.0;-44.0;0.36664039780688246
288.0;-40.0;0.36664039780688246
285.0;-36.0;0.36664039780688246
282.0;-32.0;0.36664039780688246
279.0;-28.0;0.36664039780688246
276.0;-24.0;0.36664039780688246
273.0;-20.0;0.36664039780572527
270.0;-16.0;0.36664031572857975
267.0;-12.0;0.360838711300217
264.0;-8.0;-0.6295963926353524
261.0;-4.0;-0.63119945293202
258.0;-1.0;-0.631199475541762
255.0;2.0;-0.6311994755474114
252.0;5.0;-0.6311994755474128
249.0;7.0;-0.6311994755474128
246.0;9.0;-0.6311994755474128
243.0;10.0;-0.6311994755474128
240.0;11.0;-0.6311994755474128
237.0;12.0;-0.6311994755474128
234.0;12.0;-0.6311994755474128
231.0;12.0;-0.6311994755474128
228.0;12.0;-0.6311994755474128
225.0;12.0;-0.6311994755474128
222.0;11.0;-0.6311994755474128
219.0;10.0;-0.6311994755474128
216.0;9.0;-0.6311994755474128
213.0;7.0;-0.6311994755474128
210.0;5.0;-0.6311994755474128
207.0;2.0;-0.6311994755471353
204.0;-1.0;-0.6311994733976504
201.0;-4.0;-0.6311828266728002
198.0;-8.0;0.12562940755996685
195.0;-4.0;-0.6311672588963488
192.0;0.0;-0.6311994750932226
189.0;3.0;-0.6311994755472994
186.0;6.0;-0.6311994755474128
183.0;9.0;-0.6311994755474128
180.0;11.0;-0.6311994755474128
177.0;13.0;-0.6311994755474128
174.0;14.0;-0.6311994755474128
171.0;15.0;-0.6311994755474128
168.0;16.0;-0.6311994755474128
165.0;16.0;-0.6311994755474128
162.0;16.0;-0.6311994755474128
159.0;16.0;-0.6311994755474128
156.0;16.0;-0.6311994755474128
153.0;15.0;-0.6311994755474128
150.0;14.0;-0.6311994755474128
147.0;13.0;-0.6311994755474128
144.0;11.0;-0.6311994755474128
141.0;9.0;-0.6311994755474128
138.0;6.0;-0.6311994755474073
135.0;3.0;-0.6311994755042387
132.0;0.0;-0.6311991411818247
129.0;-4.0;-0.5862612723646723
126.0;-8.0;0.3665352415296425
123.0;-4.0;-0.5461409120393738
120.0;0.0;-0.631198223507517
117.0;3.0;-0.631199475234575
114.0;6.0;-0.6311994755473346
111.0;9.0;-0.6311994755474128
108.0;11.0;-0.6311994755474128
105.0;13.0;-0.6311994755474128
102.0;14.0;-0.6311994755474128
99.0;15.0;-0.6311994755474128
96.0;16.0;-0.6311994755474128
93.0;16.0;-0.6311994755474128
90.0;16.0;-0.6311994755474128
87.0;16.0;-0.6311994755474128
84.0;16.0;-0.6311994755474128
81.0;15.0;-0.6311994755474128
78.0;14.0;-0.6311994755474128
75.0;13.0;-0.6311994755474128
72.0;11.0;-0.6311994755474128
69.0;9.0;-0.6311994755474107
66.0;6.0;-0.6311994755320453
63.0;3.0;-0.6311993565315845
60.0;0.0;-0.6302781099784488
57.0;-4.0;0.3614205259857335
54.0;0.0;-0.6294172173162242
51.0;4.0;-0.6311994504023873
48.0;7.0;-0.6311994755411301
45.0;10.0;-0.6311994755474113
42.0;13.0;-0.6311994755474604
39.0;15.0;-0.6311994755723237
36.0;17.0;-0.6311994886238393
33.0;18.0;-0.6312011827010522
30.0;19.0;-0.6314222454513188
27.0;20.0;-0.658605195599876
24.0;20.0;-0.9110222004835099
21.0;20.0;-0.9795132276603654
18.0;20.0;-0.9813178520724718
15.0;20.0;-0.9813725070223815
12.0;19.0;-0.981374014844232
9.0;18.0;-0.9813683953512741
6.0;17.0;-0.9787039788916094
3.0;15.0;-0.5017301978087905
0.0;13.0;-0.33394052537140184
-3.0;10.0;-0.3331206408914136
-6.0;7.0;-0.33363824970484673
-9.0;4.0;-0.36661360521517755
-12.0;0.0;0.46656702767619895
-15.0;4.0;-0.3665888597465126
-18.0;8.0;-0.3666403970802706
-21.0;11.0;-0.36664039780669966
-24.0;14.0;-0.36664039780688046
-27.0;17.0;-0.36664039780687985
-30.0;19.0;-0.36664039780688235
-33.0;21.0;-0.36664039780688246
-36.0;22.0;-0.36664039780688246
-39.0;23.0;-0.36664039780688246
-42.0;24.0;-0.36664039780688246
-45.0;24.0;-0.36664039780688246
-48.0;24.0;-0.36664039780688246
-51.0;24.0;-0.36664039780688246
-54.0;24.0;-0.36664039780688246
-57.0;23.0;-0.36664039780688246
-60.0;22.0;-0.36664039780688246
-63.0;21.0;-0.36664039780688246
-66.0;19.0;-0.36664039780688246
-69.0;17.0;-0.36664039780688246
-72.0;14.0;-0.3666403978068734
-75.0;11.0;-0.3666403977378142
-78.0;8.0;-0.36663986290337036
-81.0;4.0;-0.29647015842719565
-84.0;0.0;0.6311337405629203
-87.0;4.0;-0.23667345021480643
103.0;67.0;-0.6311994755511816
100.0;70.0;-0.6311994835021775
97.0;73.0;-0.6312162647806417
94.0;76.0;-0.6641542065828716
91.0;78.0;-0.9782738875834353
88.0;80.0;-0.9813684940848966
85.0;81.0;-0.9813741988769806
82.0;82.0;-0.9813742425718965
79.0;83.0;-0.9813742429065888
76.0;83.0;-0.9813742429090927
73.0;83.0;-0.9813742429091697
70.0;83.0;-0.9813742429091722
67.0;83.0;-0.9813742429091722
64.0;82.0;-0.9813742429091722
61.0;81.0;-0.9813742429091722
58.0;80.0;-0.9813742429091722
55.0;78.0;-0.9813742429091722
52.0;76.0;-0.9813742429091722
49.0;73.0;-0.9813742429091722
46.0;70.0;-0.9813742429091722
43.0;67.0;-0.9813742429091722
40.0;63.0;-0.9813742429091722
37.0;59.0;-0.9813742429091722
34.0;54.0;-0.9813742429091722
31.0;49.0;-0.9813742429091716
28.0;43.0;-0.9813742429090946
25.0;37.0;-0.9813742428990715
22.0;31.0;-0.9813742415946086
19.0;24.0;-0.981373554996652
16.0;17.0;-0.9810130309113361
13.0;9.0;-0.6950917099045126
10.0;1.0;-0.6185649383929623
7.0;-8.0;0.3335748658336022
4.0;-4.0;0.3456424440410359
1.0;0.0;-0.3783876183061449
-2.0;4.0;-0.33453429300206516
-5.0;7.0;-0.3331356133271777
-8.0;10.0;-0.3331286896121016
-11.0;13.0;-0.3331241204477459
-14.0;15.0;-0.33330010905832586
-17.0;17.0;-0.33641698348843824
-20.0;18.0;-0.3661121106459169
-23.0;19.0;-0.3666394584954289
-26.0;20.0;-0.3666403961629692
-29.0;20.0;-0.36664039780678354
-32.0;20.0;-0.36664039780688246
-35.0;20.0;-0.36664039780688246
-38.0;20.0;-0.36664039780688246
-41.0;19.0;-0.36664039780688246
-44.0;18.0;-0.36664039780688246
-47.0;17.0;-0.36664039780688246
-50.0;15.0;-0.36664039780688223
-53.0;13.0;-0.36664039780686286
-56.0;10.0;-0.36664039765554385
-59.0;7.0;-0.36663922575590646
-62.0;4.0;-0.35761290623329023
-65.0;0.0;0.6306678709059488
-68.0;4.0;-0.3492613252319151
-71.0;8.0;-0.36664015018211576
-74.0;11.0;-0.36664039774501045
-77.0;14.0;-0.36664039780686686
-80.0;17.0;-0.36664039780688246
-83.0;19.0;-0.36664039780688246
-86.0;21.0;-0.36664039780688246
107.0;18.0;-0.6311994755474128
104.0;19.0;-0.6311994755474128
101.0;20.0;-0.6311994755474128
98.0;20.0;-0.6311994755474128
95.0;20.0;-0.6311994755474128
92.0;20.0;-0.6311994755474128
89.0;20.0;-0.6311994755474128
86.0;19.0;-0.6311994755474128
83.0;18.0;-0.6311994755474128
80.0;17.0;-0.6311994755474128
77.0;15.0;-0.6311994755474128
74.0;13.0;-0.6311994755474128
71.0;10.0;-0.6311994755474128
68.0;7.0;-0.6311994755467171
65.0;4.0;-0.6311994701586485
62.0;0.0;-0.6304600413630277
59.0;-4.0;0.36014077676312484
56.0;0.0;-0.6297690348519999
53.0;4.0;-0.6311994553690489
50.0;7.0;-0.6311994755423711
47.0;10.0;-0.6311994755474116
44.0;13.0;-0.6311994755474175
41.0;15.0;-0.6311994755498603
38.0;17.0;-0.6311994768322369
35.0;18.0;-0.6311996432842819
32.0;19.0;-0.631221373012239
29.0;20.0;-0.6340413354448253
26.0;20.0;-0.7084472641243043
23.0;20.0;-0.9603516399280697
20.0;20.0;-0.9807975141919394
17.0;20.0;-0.9813565733565508
14.0;19.0;-0.9813720549451614
11.0;18.0;-0.9813739044996421
8.0;17.0;-0.9813442268003247
5.0;15.0;-0.9733214243962907
2.0;13.0;-0.3997973406749505
-1.0;10.0;-0.3336361537824699
-4.0;7.0;-0.3331184615093478
-7.0;4.0;-0.3666141267801286
-10.0;0.0;0.43153501979609316
-13.0;4.0;-0.3665990379560386
-16.0;8.0;-0.36664039722310704
-19.0;11.0;-0.3666403978059604
